simulation,final_pnl
975,5.196750575476429
976,13.851970262827805
977,10.782529796845239
978,5.844737285976294
979,6.6244197578866135
980,7.540380261064939
981,5.681988132184202
982,16.300145917255904
983,11.322434505520022
984,16.434633673253927
985,-7.660927176470977
986,10.600626426647324
987,12.80830163379619
988,13.499493325567357
989,-38.729619423824545
990,10.051738361894422
991,10.147397441487328
992,10.285566300202333
993,13.022999995217177
994,10.504690419923833
995,8.8883811156565
996,21.330062881130942
997,0.0
998,9.634399003825166
999,18.514601412513912
1000,5.334927346992245
